id,Country,MODIS Fires,MODIS Fires per 1000km2,Year
64,Sierra Leone,23617,329.958190096193,2019
66,Republic of Serbia,876,11.2816889397048,2019
67,Senegal,8930,45.4200690983443,2019
68,Saudi Arabia,1448,0.753553012969247,2019
69,São Tomé and Principe,4,4.07557317330333,2019
71,Samoa,9,3.34359713382711,2019
73,Saint Lucia,2,3.64124261901572,2019
74,Saint Kitts and Nevis,5,21.5356376122443,2019
75,Rwanda,214,8.46766756753435,2019
76,Russia,343389,20.2308316182817,2019
77,Romania,2927,12.3846972734447,2019
78,Qatar,184,16.6490539040732,2019
79,Portugal,763,8.39877522992602,2019
80,Poland,593,1.8899602576466,2019
81,Philippines,6186,21.3913456264511,2019
82,Peru,8231,6.3755510514103,2019
83,Paraguay,19003,47.5135107450358,2019
84,Papua New Guinea,2021,4.37162772284657,2019
85,Panama,2963,40.0758308277919,2019
87,Pakistan,6993,8.01230073899863,2019
88,Oman,1080,3.47049764418386,2019
89,Norway,107,0.276622084571426,2019
90,North Korea,1210,9.86724570177073,2019
91,Nigeria,40096,44.1665893489849,2019
92,Niger,473,0.400439781993142,2019
93,Nicaragua,5160,40.0777789931695,2019
94,New Zealand,563,2.10664994288961,2019
97,Netherlands,268,7.18931668498216,2019
100,Nepal,3885,26.4326989426035,2019
102,Namibia,2468,3.00043489336518,2019
103,Mozambique,55034,69.8307669225802,2019
104,Morocco,216,0.371294922429891,2019
106,Montenegro,327,23.8865701523623,2019
107,Mongolia,1031,0.658991810665613,2019
108,Moldova,453,13.6413890543251,2019
110,Mexico,81488,41.620577820948,2019
111,Mauritius,15,8.00485975468843,2019
112,Mauritania,196,0.189301778077919,2019
114,Mali,12152,9.68966689834091,2019
115,Maldives,11,166.366682956749,2019
116,Malaysia,3450,10.5762571624231,2019
117,Malawi,4123,34.5471947380692,2019
118,Madagascar,27896,47.0557504682089,2019
119,Macedonia,694,27.3223541113836,2019
120,Luxembourg,59,22.5134137131085,2019
121,Lithuania,124,1.91308840193411,2019
123,Libya,2881,1.77431107611884,2019
124,Liberia,13102,137.55075285765,2019
125,Lesotho,131,4.36796736791968,2019
126,Lebanon,23,2.29793063485444,2019
127,Latvia,96,1.48655665459438,2019
128,Laos,48077,210.648650837575,2019
129,Kyrgyzstan,419,2.10628645732279,2019
130,Kuwait,470,27.155454618098,2019
131,Kosovo,324,29.6442668738545,2019
133,Kenya,2976,5.02541492770498,2019
134,Kazakhstan,42059,15.4588365298232,2019
135,Jordan,34,0.382958755539525,2019
136,Japan,2045,5.52292769283257,2019
137,Jamaica,192,17.6178654758009,2019
138,Italy,3822,12.7063901856104,2019
139,Israel,106,4.7606938592348,2019
140,Palestine,69,10.9026529833623,2019
141,Ireland,59,0.8553024456756,2019
142,Iraq,31402,71.8198584368759,2019
143,Iran,15816,9.75178984129805,2019
144,Indonesia,20969,11.2499773624417,2019
145,India,57230,18.178354327079,2019
147,Hungary,413,4.43067653011987,2019
148,Honduras,9625,85.0954224010126,2019
149,Haiti,247,9.24264795077191,2019
150,Guyana,1521,7.20774655053663,2019
151,Guinea-Bissau,4532,141.929193741502,2019
152,Guinea,57807,236.972680588363,2019
153,Guatemala,8467,78.3242972725257,2019
154,Grenada,1,3.50987394862949,2019
155,Greece,631,4.84362700949659,2019
156,Ghana,24507,102.729502913668,2019
157,Germany,2180,6.09857020151463,2019
158,Georgia,413,5.94988733962333,2019
159,Gambia,600,58.3946794527012,2019
160,Gabon,1794,6.91329627583697,2019
161,France,2747,4.31874767944621,2019
166,French Polynesia,6,2.30285051827154,2019
167,New Caledonia,116,6.23122696648171,2019
170,Finland,94,0.28261197439316,2019
171,Fiji,55,2.99785877723485,2019
172,Ethiopia,36286,32.1942470331995,2019
173,Estonia,25,0.547071021316649,2019
174,Eritrea,263,2.13391273786816,2019
175,Equatorial Guinea,213,8.0301436532513,2019
176,El Salvador,1280,63.0067980078365,2019
177,Egypt,948,0.946316471842546,2019
178,Ecuador,800,3.14306385493778,2019
179,Dominican Republic,1258,25.9700972523814,2019
180,Dominica,5,7.19031533399115,2019
181,Djibouti,35,1.61895065797473,2019
182,Greenland,128,0.0589493990388831,2019
184,Denmark,50,1.17319453019527,2019
185,Czechia,168,2.13349748696089,2019
186,Northern Cyprus,6,1.72887606456446,2019
187,Cyprus,6,1.05126297373666,2019
188,Cuba,4016,36.8414386760421,2019
189,Croatia,460,8.43406406391443,2019
190,Ivory Coast,14520,45.2429914581167,2019
191,Costa Rica,1224,23.8580856563709,2019
192,Democratic Republic of the Congo,408291,175.650615190721,2019
193,Republic of the Congo,18079,52.352210547621,2019
194,Comoros,25,15.826237579273,2019
195,Colombia,24154,21.291174698884,2019
196,China,65268,6.9633737955457,2019
198,Hong Kong S.A.R.,2,1.9487183814384,2019
199,Chile,5378,7.29042634150414,2019
200,Chad,15229,12.0238263043402,2019
201,Central African Republic,81985,132.592423745296,2019
203,Canada,34578,3.48461189894185,2019
204,Cameroon,26625,57.3972979893532,2019
205,Cambodia,27646,153.019480062214,2019
206,Myanmar,57332,86.7384850908289,2019
207,Burundi,351,12.9582281251127,2019
208,Burkina Faso,3650,13.388237032464,2019
209,Bulgaria,1228,10.9046545908486,2019
210,Brunei,59,10.4476699889738,2019
211,Brazil,158045,18.6657122530941,2019
212,Botswana,4943,8.53511353385362,2019
213,Bosnia and Herzegovina,772,14.9065258839564,2019
214,Bolivia,37686,34.6815827603168,2019
215,Bhutan,124,3.11469439808472,2019
216,Benin,5967,51.3930854877546,2019
217,Belize,1937,85.3116305894833,2019
218,Belgium,490,15.9400110875799,2019
219,Belarus,2560,12.3337697184554,2019
220,Barbados,10,25.7839310247673,2019
221,Bangladesh,2637,19.4841442241584,2019
222,Bahrain,9,16.6532733759686,2019
223,The Bahamas,102,8.06998824731771,2019
224,Azerbaijan,1780,20.5778890815125,2019
225,Austria,404,4.80101912606247,2019
226,Australia,131073,17.0417584645133,2019
231,Armenia,168,5.67742401951284,2019
232,Argentina,21800,7.83476091157088,2019
234,Angola,287115,230.675443745447,2019
235,Andorra,1,2.25961079422972,2019
236,Algeria,6341,2.73402239913869,2019
237,Albania,338,11.9129169262794,2019
238,Afghanistan,119,0.185406447251519,2019
